urls;actions;numerosity
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=31&GameID=0022400861&Season=2024-25&flag=1&title=Hayes%20Free%20Throw%201%20of%202%20(1%20PTS);[{'player': '7', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=32&GameID=0022400861&Season=2024-25&flag=1&title=Hayes%20Free%20Throw%202%20of%202%20(2%20PTS);[{'player': '7', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=36&GameID=0022400861&Season=2024-25&flag=1&title=PISTONS%20Turnover:%20Shot%20Clock%20(T#2);[{'player': '12', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '33', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=38&GameID=0022400861&Season=2024-25&flag=1&title=Thompson%20REBOUND%20(Off:1%20Def:1);[{'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '9', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=39&GameID=0022400861&Season=2024-25&flag=1&title=Harris%203PT%20Running%20Jump%20Shot%20(3%20PTS)%20(Thompson%202%20AST);[{'player': '12', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '9', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=44&GameID=0022400861&Season=2024-25&flag=1&title=Duren%201%27%20Running%20Layup%20(6%20PTS);[{'player': '8', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];4
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=47&GameID=0022400861&Season=2024-25&flag=1&title=Hardaway%20Jr.%20P.FOUL%20(P1.T3)%20(A.Nagy);[{'player': '2', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=50&GameID=0022400861&Season=2024-25&flag=1&title=Hardaway%20Jr.%20REBOUND%20(Off:0%20Def:1);[{'player': '45', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=51&GameID=0022400861&Season=2024-25&flag=1&title=Duren%20Out%20of%20Bounds%20Lost%20Ball%20Turnover%20(P2.T3);[{'player': '0', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=55&GameID=0022400861&Season=2024-25&flag=1&title=Hardaway%20Jr.%2025%27%203PT%20Running%20Jump%20Shot%20(3%20PTS)%20(Cunningham%201%20AST);[{'player': '33', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];4
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=60&GameID=0022400861&Season=2024-25&flag=1&title=Hardaway%20Jr.%2026%27%203PT%20Running%20Pull-Up%20Jump%20Shot%20(6%20PTS)%20(Cunningham%202%20AST);[{'player': '45', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=63&GameID=0022400861&Season=2024-25&flag=1&title=Duren%20REBOUND%20(Off:1%20Def:5);[{'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=66&GameID=0022400861&Season=2024-25&flag=1&title=Williams%20Out%20of%20Bounds%20-%20Bad%20Pass%20Turnover%20Turnover%20(P1.T1);[{'player': '9', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=69&GameID=0022400861&Season=2024-25&flag=1&title=MISS%20Cunningham%202%27%20Driving%20Layup;[{'player': '2', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=75&GameID=0022400861&Season=2024-25&flag=1&title=Harris%201%27%20Running%20Dunk%20(5%20PTS)%20(Cunningham%203%20AST);[{'player': '45', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '12', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];4
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=77&GameID=0022400861&Season=2024-25&flag=1&title=Duren%20S.FOUL%20(P1.T4)%20(G.Petraitis);[{'player': '0', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=80&GameID=0022400861&Season=2024-25&flag=1&title=Nets%20Rebound;[{'player': '33', 'action': 'Free Throw', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=81&GameID=0022400861&Season=2024-25&flag=1&title=Claxton%20Free%20Throw%202%20of%202%20(1%20PTS);[{'player': '33', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=119&GameID=0022400861&Season=2024-25&flag=1&title=Claxton%20Step%20Out%20of%20Bounds%20Turnover%20(P1.T2);[{'player': '9', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '33', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '33', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '33', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];4
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=94&GameID=0022400861&Season=2024-25&flag=1&title=Thompson%202%27%20Dunk%20(4%20PTS)%20(Cunningham%204%20AST);[{'player': '9', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=96&GameID=0022400861&Season=2024-25&flag=1&title=Cunningham%20P.FOUL%20(P2.PN)%20(G.Petraitis);[{'player': '2', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=98&GameID=0022400861&Season=2024-25&flag=1&title=Martin%20Free%20Throw%201%20of%202%20(1%20PTS);[{'player': '13', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=101&GameID=0022400861&Season=2024-25&flag=1&title=Martin%20Free%20Throw%202%20of%202%20(2%20PTS);[{'player': '13', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=102&GameID=0022400861&Season=2024-25&flag=1&title=Beasley%2025%27%203PT%20Jump%20Shot%20(3%20PTS)%20(Duren%201%20AST);[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '0', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=104&GameID=0022400861&Season=2024-25&flag=1&title=Wilson%2030%27%203PT%20Jump%20Shot%20(3%20PTS)%20(Beekman%201%20AST);[{'player': '22', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '4', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=106&GameID=0022400861&Season=2024-25&flag=1&title=Schr%C3%B6der%2012%27%20Pullup%20Jump%20Shot%20(2%20PTS)%20(Harris%201%20AST);[{'player': '17', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '12', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=107&GameID=0022400861&Season=2024-25&flag=1&title=Martin%203PT%20Jump%20Shot%20(5%20PTS);[{'player': '13', 'action': '3PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=108&GameID=0022400861&Season=2024-25&flag=1&title=Beasley%2026%27%203PT%20Jump%20Shot%20(6%20PTS)%20(Schr%C3%B6der%201%20AST);[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '17', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=113&GameID=0022400861&Season=2024-25&flag=1&title=Harris%20REBOUND%20(Off:0%20Def:2);[{'player': '45', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '20', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '20', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];4
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=114&GameID=0022400861&Season=2024-25&flag=1&title=Beekman%20STEAL%20(1%20STL);[{'player': '12', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '4', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=116&GameID=0022400861&Season=2024-25&flag=1&title=Martin%2024%27%203PT%20Jump%20Shot%20(8%20PTS)%20(Wilson%201%20AST);[{'player': '13', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '22', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=129&GameID=0022400861&Season=2024-25&flag=1&title=PISTONS%20Rebound;[{'player': '5', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '17', 'color': 'black'}, {'player': '4', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=138&GameID=0022400861&Season=2024-25&flag=1&title=Sharpe%20STEAL%20(1%20STL);[{'player': '12', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '20', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=140&GameID=0022400861&Season=2024-25&flag=1&title=Harris%20STEAL%20(1%20STL);[{'player': '4', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=148&GameID=0022400861&Season=2024-25&flag=1&title=Wilson%203%27%20Running%20Layup%20(5%20PTS);[{'player': '5', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '22', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '22', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=150&GameID=0022400861&Season=2024-25&flag=1&title=Wilson%20P.FOUL%20(P1.T2)%20(A.Nagy);[{'player': '22', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=152&GameID=0022400861&Season=2024-25&flag=1&title=Beasley%2024%27%203PT%20Jump%20Shot%20(11%20PTS)%20(Fontecchio%201%20AST);[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '19', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=154&GameID=0022400861&Season=2024-25&flag=1&title=Beekman%203%27%20Driving%20Layup%20(2%20PTS);[{'player': '4', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=155&GameID=0022400861&Season=2024-25&flag=1&title=Beasley%203PT%20Pullup%20Jump%20Shot%20(14%20PTS)%20(Holland%20II%201%20AST);[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '00', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=157&GameID=0022400861&Season=2024-25&flag=1&title=Martin%203%27%20Driving%20Layup%20(10%20PTS)%20(Sharpe%201%20AST);[{'player': '13', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '20', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=159&GameID=0022400861&Season=2024-25&flag=1&title=Schr%C3%B6der%203%27%20Driving%20Layup%20(4%20PTS);[{'player': '17', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=161&GameID=0022400861&Season=2024-25&flag=1&title=Nets%20Rebound;[{'player': '4', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=167&GameID=0022400861&Season=2024-25&flag=1&title=Sharpe%209%27%20Hook%20Shot%20(2%20PTS)%20(Wilson%202%20AST);[{'player': '20', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '22', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=168&GameID=0022400861&Season=2024-25&flag=1&title=MISS%20Schr%C3%B6der%2025%27%203PT%20Step%20Back%20Jump%20Shot;[{'player': '17', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=174&GameID=0022400861&Season=2024-25&flag=1&title=Stewart%20REBOUND%20(Off:0%20Def:1);[{'player': '2', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '2', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '28', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];4
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=177&GameID=0022400861&Season=2024-25&flag=1&title=Fontecchio%20S.FOUL%20(P1.T1)%20(M.Myers);[{'player': '28', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '19', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=179&GameID=0022400861&Season=2024-25&flag=1&title=C.%20Johnson%20Free%20Throw%201%20of%202%20(1%20PTS);[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=180&GameID=0022400861&Season=2024-25&flag=1&title=C.%20Johnson%20Free%20Throw%202%20of%202%20(2%20PTS);[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=181&GameID=0022400861&Season=2024-25&flag=1&title=Sharpe%20STEAL%20(2%20STL);[{'player': '28', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '20', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=185&GameID=0022400861&Season=2024-25&flag=1&title=Holland%20II%202%27%20Running%20Dunk%20(2%20PTS)%20(Fontecchio%202%20AST);[{'player': '13', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '17', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '00', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '19', 'color': 'black'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=187&GameID=0022400861&Season=2024-25&flag=1&title=Wilson%203%27%20Cutting%20Layup%20Shot%20(7%20PTS)%20(Sharpe%202%20AST);[{'player': '22', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '20', 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=189&GameID=0022400861&Season=2024-25&flag=1&title=Beekman%20STEAL%20(2%20STL);[{'player': '17', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '4', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=199&GameID=0022400861&Season=2024-25&flag=1&title=Sharpe%20REBOUND%20(Off:2%20Def:0);[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '28', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '28', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '20', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];5
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=200&GameID=0022400861&Season=2024-25&flag=1&title=Stewart%20S.FOUL%20(P2.T3)%20(M.Myers);[{'player': '28', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=202&GameID=0022400861&Season=2024-25&flag=1&title=Martin%20Free%20Throw%201%20of%202%20(11%20PTS);[{'player': '13', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=205&GameID=0022400861&Season=2024-25&flag=1&title=Martin%20Free%20Throw%202%20of%202%20(12%20PTS);[{'player': '13', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=207&GameID=0022400861&Season=2024-25&flag=1&title=Beekman%20S.FOUL%20(P1.T1)%20(M.Myers);[{'player': '4', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=209&GameID=0022400861&Season=2024-25&flag=1&title=MISS%20Cunningham%20Free%20Throw%201%20of%202;[{'player': '2', 'action': 'Free Throw', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=211&GameID=0022400861&Season=2024-25&flag=1&title=Cunningham%20Free%20Throw%202%20of%202%20(1%20PTS);[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=214&GameID=0022400861&Season=2024-25&flag=1&title=Cunningham%20Out%20of%20Bounds%20-%20Bad%20Pass%20Turnover%20Turnover%20(P1.T9);[{'player': '4', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];3
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=216&GameID=0022400861&Season=2024-25&flag=1&title=Fontecchio%20REBOUND%20(Off:0%20Def:1);[{'player': '20', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '19', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=217&GameID=0022400861&Season=2024-25&flag=1&title=Beasley%203PT%20Running%20Jump%20Shot%20(17%20PTS)%20(Fontecchio%203%20AST);[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '19', 'color': 'black'}];1
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=221&GameID=0022400861&Season=2024-25&flag=1&title=Sharpe%20Offensive%20Foul%20Turnover%20(P1.T4);[{'player': '20', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '20', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=235&GameID=0022400861&Season=2024-25&flag=1&title=K.%20Johnson%20REBOUND%20(Off:0%20Def:2);[{'player': '5', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '45', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
